# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 51.499, -0.178 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Europe/London, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC, missing in binary flag
# {"units": {"time": "UTC", "local_time": "Europe/London", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC", "missing": "binary flag"}, "params": {"local_time": true, "header": true, "lat": "51.49904329102422", "lon": "-0.17807716542054033", "date_from": "2015-01-01", "date_to": "2015-12-31", "dataset": "sarah", "capacity": "1", "system_loss": "0.1", "tracking": "0", "tilt": "40", "azim": "176", "raw": true}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,missing
2015-10-30 20:00,2015-10-30 20:00,0,0,0,12.003,0
2015-10-30 21:00,2015-10-30 21:00,0,0,0,11.901,0
2015-10-30 22:00,2015-10-30 22:00,0,0,0,11.706,0
2015-10-30 23:00,2015-10-30 23:00,0,0,0,11.401,0
2015-10-31 00:00,2015-10-31 00:00,0,0,0,11.012,0
2015-10-31 01:00,2015-10-31 01:00,0,0,0,10.741,0
2015-10-31 02:00,2015-10-31 02:00,0,0,0,10.476,0
2015-10-31 03:00,2015-10-31 03:00,0,0,0,10.062,0
2015-10-31 04:00,2015-10-31 04:00,0,0,0,9.522,0
2015-10-31 05:00,2015-10-31 05:00,0,0,0,9.107,0
2015-10-31 06:00,2015-10-31 06:00,0,0,0,8.691,0
2015-10-31 07:00,2015-10-31 07:00,0.001,0,0.006,8.689,0
2015-10-31 08:00,2015-10-31 08:00,0.061,0.025,0.056,10.006,0
2015-10-31 09:00,2015-10-31 09:00,0.092,0.015,0.100,11.390,0
2015-10-31 10:00,2015-10-31 10:00,0.253,0.139,0.151,12.924,0
2015-10-31 11:00,2015-10-31 11:00,0.540,0.504,0.130,14.220,0
2015-10-31 12:00,2015-10-31 12:00,0.600,0.603,0.113,15.103,0
2015-10-31 13:00,2015-10-31 13:00,0.463,0.405,0.135,15.578,0
2015-10-31 14:00,2015-10-31 14:00,0.285,0.205,0.125,15.559,0
2015-10-31 15:00,2015-10-31 15:00,0.143,0.090,0.081,14.872,0
2015-10-31 16:00,2015-10-31 16:00,0.019,0.014,0.019,12.531,0
2015-10-31 17:00,2015-10-31 17:00,0,0,0,11.477,0
2015-10-31 18:00,2015-10-31 18:00,0,0,0,11.035,0
2015-10-31 19:00,2015-10-31 19:00,0,0,0,10.182,0
2015-10-31 20:00,2015-10-31 20:00,0,0,0,9.293,0
2015-10-31 21:00,2015-10-31 21:00,0,0,0,8.425,0
2015-10-31 22:00,2015-10-31 22:00,0,0,0,8.020,0
2015-10-31 23:00,2015-10-31 23:00,0,0,0,7.982,0
2015-11-01 00:00,2015-11-01 00:00,0,0,0,8.063,0
2015-11-01 01:00,2015-11-01 01:00,0,0,0,8.125,0
2015-11-01 02:00,2015-11-01 02:00,0,0,0,8.126,0
2015-11-01 03:00,2015-11-01 03:00,0,0,0,7.898,0
2015-11-01 04:00,2015-11-01 04:00,0,0,0,7.577,0
2015-11-01 05:00,2015-11-01 05:00,0,0,0,7.413,0
2015-11-01 06:00,2015-11-01 06:00,0,0,0,7.400,0
2015-11-01 07:00,2015-11-01 07:00,0.022,0.026,0.010,7.708,0
2015-11-01 08:00,2015-11-01 08:00,0.138,0.105,0.058,9.944,0
2015-11-01 09:00,2015-11-01 09:00,0.146,0.061,0.112,12.234,0
2015-11-01 10:00,2015-11-01 10:00,0.210,0.090,0.154,13.614,0
2015-11-01 11:00,2015-11-01 11:00,0.249,0.111,0.178,15.126,0
2015-11-01 12:00,2015-11-01 12:00,0.380,0.276,0.166,16.356,0
2015-11-01 13:00,2015-11-01 13:00,0.532,0.523,0.110,17.039,0
2015-11-01 14:00,2015-11-01 14:00,0.433,0.414,0.094,16.725,0
2015-11-01 15:00,2015-11-01 15:00,0.262,0.233,0.071,15.344,0
2015-11-01 16:00,2015-11-01 16:00,0.027,0.027,0.016,12.041,0
2015-11-01 17:00,2015-11-01 17:00,0,0,0,9.793,0
2015-11-01 18:00,2015-11-01 18:00,0,0,0,8.830,0
2015-11-01 19:00,2015-11-01 19:00,0,0,0,8.256,0
2015-11-01 20:00,2015-11-01 20:00,0,0,0,7.851,0
2015-11-01 21:00,2015-11-01 21:00,0,0,0,7.536,0
2015-11-01 22:00,2015-11-01 22:00,0,0,0,7.305,0
2015-11-01 23:00,2015-11-01 23:00,0,0,0,7.236,0
2015-11-02 00:00,2015-11-02 00:00,0,0,0,7.296,0
2015-11-02 01:00,2015-11-02 01:00,0,0,0,7.310,0
2015-11-02 02:00,2015-11-02 02:00,0,0,0,7.107,0
2015-11-02 03:00,2015-11-02 03:00,0,0,0,6.962,0
2015-11-02 04:00,2015-11-02 04:00,0,0,0,6.864,0
2015-11-02 05:00,2015-11-02 05:00,0,0,0,6.733,0
2015-11-02 06:00,2015-11-02 06:00,0,0,0,6.660,0
2015-11-02 07:00,2015-11-02 07:00,0.006,0.007,0.009,6.766,0
2015-11-02 08:00,2015-11-02 08:00,0.069,0.033,0.057,8.808,0
2015-11-02 09:00,2015-11-02 09:00,0.072,0.008,0.084,10.645,0
2015-11-02 10:00,2015-11-02 10:00,0.092,0.005,0.110,12.279,0
2015-11-02 11:00,2015-11-02 11:00,0.080,0,0.103,13.752,0
2015-11-02 12:00,2015-11-02 12:00,0.102,0.008,0.120,14.804,0
2015-11-02 13:00,2015-11-02 13:00,0.184,0.066,0.151,15.415,0
2015-11-02 14:00,2015-11-02 14:00,0.317,0.255,0.111,15.118,0
2015-11-02 15:00,2015-11-02 15:00,0.238,0.203,0.072,13.785,0
2015-11-02 16:00,2015-11-02 16:00,0.024,0.025,0.015,10.151,0
2015-11-02 17:00,2015-11-02 17:00,0,0,0,8.147,0
2015-11-02 18:00,2015-11-02 18:00,0,0,0,7.648,0
2015-11-02 19:00,2015-11-02 19:00,0,0,0,7.273,0
2015-11-02 20:00,2015-11-02 20:00,0,0,0,6.966,0
2015-11-02 21:00,2015-11-02 21:00,0,0,0,6.727,0
2015-11-02 22:00,2015-11-02 22:00,0,0,0,6.799,0
2015-11-02 23:00,2015-11-02 23:00,0,0,0,6.840,0
2015-11-03 00:00,2015-11-03 00:00,0,0,0,6.730,0
2015-11-03 01:00,2015-11-03 01:00,0,0,0,6.513,0
2015-11-03 02:00,2015-11-03 02:00,0,0,0,6.524,0
2015-11-03 03:00,2015-11-03 03:00,0,0,0,6.774,0
2015-11-03 04:00,2015-11-03 04:00,0,0,0,6.979,0
2015-11-03 05:00,2015-11-03 05:00,0,0,0,7.179,0
2015-11-03 06:00,2015-11-03 06:00,0,0,0,7.450,0
2015-11-03 07:00,2015-11-03 07:00,0,0,0.001,7.661,0
2015-11-03 08:00,2015-11-03 08:00,0.138,0.115,0.048,9.373,0
2015-11-03 09:00,2015-11-03 09:00,0.144,0.064,0.106,10.562,0
2015-11-03 10:00,2015-11-03 10:00,0.182,0.068,0.144,11.836,0
2015-11-03 11:00,2015-11-03 11:00,0.187,0.060,0.158,13.174,0
2015-11-03 12:00,2015-11-03 12:00,0.156,0.047,0.139,14.070,0
2015-11-03 13:00,2015-11-03 13:00,0.031,0,0.049,14.323,0
2015-11-03 14:00,2015-11-03 14:00,0.031,0,0.049,13.950,0
2015-11-03 15:00,2015-11-03 15:00,0.037,0.013,0.043,13.072,0
2015-11-03 16:00,2015-11-03 16:00,0,0,0.005,12.185,0
2015-11-03 17:00,2015-11-03 17:00,0,0,0,11.594,0
2015-11-03 18:00,2015-11-03 18:00,0,0,0,10.751,0
2015-11-03 19:00,2015-11-03 19:00,0,0,0,10.391,0
2015-11-03 20:00,2015-11-03 20:00,0,0,0,10.356,0
2015-11-03 21:00,2015-11-03 21:00,0,0,0,10.172,0
2015-11-03 22:00,2015-11-03 22:00,0,0,0,9.657,0
2015-11-03 23:00,2015-11-03 23:00,0,0,0,9.350,0
2015-11-04 00:00,2015-11-04 00:00,0,0,0,9.664,0
2015-11-04 01:00,2015-11-04 01:00,0,0,0,10.218,0
2015-11-04 02:00,2015-11-04 02:00,0,0,0,10.285,0
2015-11-04 03:00,2015-11-04 03:00,0,0,0,10.019,0
2015-11-04 04:00,2015-11-04 04:00,0,0,0,9.973,0
2015-11-04 05:00,2015-11-04 05:00,0,0,0,10.270,0
2015-11-04 06:00,2015-11-04 06:00,0,0,0,10.489,0
2015-11-04 07:00,2015-11-04 07:00,0,0,0.005,10.485,0
2015-11-04 08:00,2015-11-04 08:00,0.014,0,0.027,10.715,0
2015-11-04 09:00,2015-11-04 09:00,0.035,0.001,0.051,11.642,0
2015-11-04 10:00,2015-11-04 10:00,0.172,0.071,0.130,12.144,0
2015-11-04 11:00,2015-11-04 11:00,0.163,0.047,0.145,12.615,0
2015-11-04 12:00,2015-11-04 12:00,0.064,0,0.085,12.944,0
2015-11-04 13:00,2015-11-04 13:00,0.055,0.001,0.074,13.137,0
2015-11-04 14:00,2015-11-04 14:00,0.129,0.058,0.098,13.038,0
2015-11-04 15:00,2015-11-04 15:00,0.058,0.020,0.058,12.403,0
2015-11-04 16:00,2015-11-04 16:00,0.007,0.006,0.011,11.058,0
2015-11-04 17:00,2015-11-04 17:00,0,0,0,10.656,0
2015-11-04 18:00,2015-11-04 18:00,0,0,0,10.776,0
2015-11-04 19:00,2015-11-04 19:00,0,0,0,10.765,0
2015-11-04 20:00,2015-11-04 20:00,0,0,0,10.532,0
2015-11-04 21:00,2015-11-04 21:00,0,0,0,10.380,0
2015-11-04 22:00,2015-11-04 22:00,0,0,0,10.238,0
2015-11-04 23:00,2015-11-04 23:00,0,0,0,10.137,0
2015-11-05 00:00,2015-11-05 00:00,0,0,0,10.115,0
2015-11-05 01:00,2015-11-05 01:00,0,0,0,10.462,0
2015-11-05 02:00,2015-11-05 02:00,0,0,0,10.964,0
2015-11-05 03:00,2015-11-05 03:00,0,0,0,11.420,0
2015-11-05 04:00,2015-11-05 04:00,0,0,0,11.979,0
2015-11-05 05:00,2015-11-05 05:00,0,0,0,12.331,0
2015-11-05 06:00,2015-11-05 06:00,0,0,0,12.440,0
2015-11-05 07:00,2015-11-05 07:00,0,0,0.001,12.545,0
2015-11-05 08:00,2015-11-05 08:00,0.016,0.004,0.026,13.192,0
2015-11-05 09:00,2015-11-05 09:00,0.046,0.005,0.061,14.066,0
2015-11-05 10:00,2015-11-05 10:00,0.048,0.002,0.066,14.985,0
2015-11-05 11:00,2015-11-05 11:00,0.046,0,0.066,15.392,0
2015-11-05 12:00,2015-11-05 12:00,0.024,0,0.039,14.923,0
2015-11-05 13:00,2015-11-05 13:00,0.054,0.002,0.072,14.292,0
2015-11-05 14:00,2015-11-05 14:00,0.036,0.001,0.053,13.959,0
2015-11-05 15:00,2015-11-05 15:00,0.014,0,0.027,13.683,0
2015-11-05 16:00,2015-11-05 16:00,0,0,0.002,13.119,0
2015-11-05 17:00,2015-11-05 17:00,0,0,0,12.854,0
2015-11-05 18:00,2015-11-05 18:00,0,0,0,13.201,0
2015-11-05 19:00,2015-11-05 19:00,0,0,0,13.815,0
2015-11-05 20:00,2015-11-05 20:00,0,0,0,13.908,0
2015-11-05 21:00,2015-11-05 21:00,0,0,0,13.738,0
2015-11-05 22:00,2015-11-05 22:00,0,0,0,13.565,0
2015-11-05 23:00,2015-11-05 23:00,0,0,0,13.397,0
2015-11-06 00:00,2015-11-06 00:00,0,0,0,13.210,0
2015-11-06 01:00,2015-11-06 01:00,0,0,0,12.890,0
2015-11-06 02:00,2015-11-06 02:00,0,0,0,12.493,0
2015-11-06 03:00,2015-11-06 03:00,0,0,0,12.184,0
2015-11-06 04:00,2015-11-06 04:00,0,0,0,11.927,0
2015-11-06 05:00,2015-11-06 05:00,0,0,0,12.098,0
2015-11-06 06:00,2015-11-06 06:00,0,0,0,12.407,0
2015-11-06 07:00,2015-11-06 07:00,0,0,0.001,12.477,0
2015-11-06 08:00,2015-11-06 08:00,0.010,0.001,0.022,12.753,0
2015-11-06 09:00,2015-11-06 09:00,0.030,0.001,0.046,13.629,0
2015-11-06 10:00,2015-11-06 10:00,0.025,0,0.041,14.575,0
2015-11-06 11:00,2015-11-06 11:00,0.074,0.012,0.086,15.159,0
2015-11-06 12:00,2015-11-06 12:00,0.164,0.043,0.153,15.912,0
2015-11-06 13:00,2015-11-06 13:00,0.126,0.025,0.129,16.568,0
2015-11-06 14:00,2015-11-06 14:00,0.056,0.009,0.069,16.529,0
2015-11-06 15:00,2015-11-06 15:00,0.063,0.027,0.059,16.287,0
2015-11-06 16:00,2015-11-06 16:00,0.002,0.002,0.008,15.880,0
2015-11-06 17:00,2015-11-06 17:00,0,0,0,15.515,0
2015-11-06 18:00,2015-11-06 18:00,0,0,0,15.124,0
2015-11-06 19:00,2015-11-06 19:00,0,0,0,14.574,0
2015-11-06 20:00,2015-11-06 20:00,0,0,0,14.174,0
2015-11-06 21:00,2015-11-06 21:00,0,0,0,13.951,0
2015-11-06 22:00,2015-11-06 22:00,0,0,0,13.733,0
2015-11-06 23:00,2015-11-06 23:00,0,0,0,13.623,0
2015-11-07 00:00,2015-11-07 00:00,0,0,0,13.448,0
2015-11-07 01:00,2015-11-07 01:00,0,0,0,13.498,0
2015-11-07 02:00,2015-11-07 02:00,0,0,0,13.743,0
2015-11-07 03:00,2015-11-07 03:00,0,0,0,14.147,0
2015-11-07 04:00,2015-11-07 04:00,0,0,0,14.467,0
2015-11-07 05:00,2015-11-07 05:00,0,0,0,14.599,0
2015-11-07 06:00,2015-11-07 06:00,0,0,0,14.594,0
2015-11-07 07:00,2015-11-07 07:00,0,0,0.003,14.595,0
2015-11-07 08:00,2015-11-07 08:00,0.003,0,0.012,14.931,0
2015-11-07 09:00,2015-11-07 09:00,0.013,0,0.026,15.287,0
2015-11-07 10:00,2015-11-07 10:00,0.027,0,0.044,15.585,0
2015-11-07 11:00,2015-11-07 11:00,0.035,0,0.053,15.627,0
2015-11-07 12:00,2015-11-07 12:00,0.026,0,0.042,15.594,0
2015-11-07 13:00,2015-11-07 13:00,0.041,0,0.060,15.750,0
2015-11-07 14:00,2015-11-07 14:00,0.034,0,0.052,15.892,0
2015-11-07 15:00,2015-11-07 15:00,0.014,0,0.027,15.593,0
2015-11-07 16:00,2015-11-07 16:00,0,0,0.004,14.595,0
2015-11-07 17:00,2015-11-07 17:00,0,0,0,13.483,0
2015-11-07 18:00,2015-11-07 18:00,0,0,0,12.342,0
2015-11-07 19:00,2015-11-07 19:00,0,0,0,11.169,0
2015-11-07 20:00,2015-11-07 20:00,0,0,0,10.650,0
2015-11-07 21:00,2015-11-07 21:00,0,0,0,10.082,0
2015-11-07 22:00,2015-11-07 22:00,0,0,0,9.570,0
2015-11-07 23:00,2015-11-07 23:00,0,0,0,8.956,0
2015-11-08 00:00,2015-11-08 00:00,0,0,0,8.314,0
2015-11-08 01:00,2015-11-08 01:00,0,0,0,7.737,0
2015-11-08 02:00,2015-11-08 02:00,0,0,0,7.599,0
2015-11-08 03:00,2015-11-08 03:00,0,0,0,7.633,0
2015-11-08 04:00,2015-11-08 04:00,0,0,0,7.897,0
2015-11-08 05:00,2015-11-08 05:00,0,0,0,8.421,0
2015-11-08 06:00,2015-11-08 06:00,0,0,0,9.076,0
2015-11-08 07:00,2015-11-08 07:00,0,0,0.001,10.141,0
2015-11-08 08:00,2015-11-08 08:00,0.028,0.014,0.030,11.431,0
2015-11-08 09:00,2015-11-08 09:00,0.050,0.010,0.059,12.362,0
2015-11-08 10:00,2015-11-08 10:00,0.148,0.046,0.131,13.146,0
2015-11-08 11:00,2015-11-08 11:00,0.092,0.009,0.108,13.982,0
2015-11-08 12:00,2015-11-08 12:00,0.053,0.001,0.073,14.557,0
2015-11-08 13:00,2015-11-08 13:00,0.019,0,0.034,14.824,0
2015-11-08 14:00,2015-11-08 14:00,0.045,0.002,0.063,15.121,0
2015-11-08 15:00,2015-11-08 15:00,0.022,0.006,0.032,15.061,0
2015-11-08 16:00,2015-11-08 16:00,0.003,0.003,0.008,14.454,0
2015-11-08 17:00,2015-11-08 17:00,0,0,0,14.266,0
2015-11-08 18:00,2015-11-08 18:00,0,0,0,14.489,0
2015-11-08 19:00,2015-11-08 19:00,0,0,0,14.564,0
2015-11-08 20:00,2015-11-08 20:00,0,0,0,14.292,0
2015-11-08 21:00,2015-11-08 21:00,0,0,0,13.761,0
2015-11-08 22:00,2015-11-08 22:00,0,0,0,13.170,0
2015-11-08 23:00,2015-11-08 23:00,0,0,0,12.588,0
2015-11-09 00:00,2015-11-09 00:00,0,0,0,11.949,0
2015-11-09 01:00,2015-11-09 01:00,0,0,0,11.257,0
2015-11-09 02:00,2015-11-09 02:00,0,0,0,10.753,0
2015-11-09 03:00,2015-11-09 03:00,0,0,0,10.318,0
2015-11-09 04:00,2015-11-09 04:00,0,0,0,9.859,0
2015-11-09 05:00,2015-11-09 05:00,0,0,0,9.292,0
2015-11-09 06:00,2015-11-09 06:00,0,0,0,9.003,0
2015-11-09 07:00,2015-11-09 07:00,0.001,0.002,0.004,9.086,0
2015-11-09 08:00,2015-11-09 08:00,0.046,0.021,0.043,9.732,0
2015-11-09 09:00,2015-11-09 09:00,0.131,0.062,0.094,10.462,0
2015-11-09 10:00,2015-11-09 10:00,0.170,0.068,0.130,11.161,0
2015-11-09 11:00,2015-11-09 11:00,0.089,0.007,0.105,11.745,0
2015-11-09 12:00,2015-11-09 12:00,0.076,0.014,0.085,12.981,0
2015-11-09 13:00,2015-11-09 13:00,0.076,0.013,0.086,13.986,0
2015-11-09 14:00,2015-11-09 14:00,0.108,0.046,0.088,14.033,0
2015-11-09 15:00,2015-11-09 15:00,0.025,0.005,0.037,13.542,0
2015-11-09 16:00,2015-11-09 16:00,0.001,0.003,0.006,12.939,0
2015-11-09 17:00,2015-11-09 17:00,0,0,0,12.495,0
2015-11-09 18:00,2015-11-09 18:00,0,0,0,12.367,0
2015-11-09 19:00,2015-11-09 19:00,0,0,0,12.395,0
2015-11-09 20:00,2015-11-09 20:00,0,0,0,12.448,0
2015-11-09 21:00,2015-11-09 21:00,0,0,0,12.494,0
2015-11-09 22:00,2015-11-09 22:00,0,0,0,12.437,0
2015-11-09 23:00,2015-11-09 23:00,0,0,0,12.375,0
2015-11-10 00:00,2015-11-10 00:00,0,0,0,12.392,0
2015-11-10 01:00,2015-11-10 01:00,0,0,0,12.476,0
2015-11-10 02:00,2015-11-10 02:00,0,0,0,12.594,0
2015-11-10 03:00,2015-11-10 03:00,0,0,0,12.656,0
2015-11-10 04:00,2015-11-10 04:00,0,0,0,12.627,0
2015-11-10 05:00,2015-11-10 05:00,0,0,0,12.525,0
2015-11-10 06:00,2015-11-10 06:00,0,0,0,12.502,0
2015-11-10 07:00,2015-11-10 07:00,0,0.002,0.003,12.605,0
2015-11-10 08:00,2015-11-10 08:00,0.060,0.039,0.042,13.322,0
2015-11-10 09:00,2015-11-10 09:00,0.084,0.024,0.083,14.328,0
2015-11-10 10:00,2015-11-10 10:00,0.158,0.064,0.124,15.324,0
2015-11-10 11:00,2015-11-10 11:00,0.095,0.017,0.104,16.072,0
2015-11-10 12:00,2015-11-10 12:00,0.101,0.015,0.112,16.363,0
2015-11-10 13:00,2015-11-10 13:00,0.069,0.005,0.087,16.436,0
2015-11-10 14:00,2015-11-10 14:00,0.065,0.033,0.055,16.028,0
2015-11-10 15:00,2015-11-10 15:00,0.070,0.036,0.057,15.174,0
2015-11-10 16:00,2015-11-10 16:00,0.001,0.001,0.005,14.170,0
2015-11-10 17:00,2015-11-10 17:00,0,0,0,13.529,0
2015-11-10 18:00,2015-11-10 18:00,0,0,0,13.052,0
2015-11-10 19:00,2015-11-10 19:00,0,0,0,12.627,0
2015-11-10 20:00,2015-11-10 20:00,0,0,0,12.165,0
2015-11-10 21:00,2015-11-10 21:00,0,0,0,11.920,0
2015-11-10 22:00,2015-11-10 22:00,0,0,0,11.735,0
2015-11-10 23:00,2015-11-10 23:00,0,0,0,11.596,0
2015-11-11 00:00,2015-11-11 00:00,0,0,0,11.712,0
2015-11-11 01:00,2015-11-11 01:00,0,0,0,11.933,0
2015-11-11 02:00,2015-11-11 02:00,0,0,0,12.090,0
2015-11-11 03:00,2015-11-11 03:00,0,0,0,12.097,0
2015-11-11 04:00,2015-11-11 04:00,0,0,0,11.994,0
2015-11-11 05:00,2015-11-11 05:00,0,0,0,11.944,0
2015-11-11 06:00,2015-11-11 06:00,0,0,0,11.765,0
2015-11-11 07:00,2015-11-11 07:00,0,0,0.001,11.642,0
2015-11-11 08:00,2015-11-11 08:00,0.025,0.017,0.024,11.955,0
2015-11-11 09:00,2015-11-11 09:00,0.056,0.021,0.055,12.513,0
2015-11-11 10:00,2015-11-11 10:00,0.055,0.001,0.075,13.351,0
2015-11-11 11:00,2015-11-11 11:00,0.051,0.001,0.070,14.033,0
2015-11-11 12:00,2015-11-11 12:00,0.052,0.002,0.071,14.411,0
2015-11-11 13:00,2015-11-11 13:00,0.077,0.004,0.096,14.613,0
2015-11-11 14:00,2015-11-11 14:00,0.022,0.001,0.037,14.381,0
2015-11-11 15:00,2015-11-11 15:00,0.006,0.001,0.015,13.537,0
2015-11-11 16:00,2015-11-11 16:00,0,0.001,0.004,12.480,0
2015-11-11 17:00,2015-11-11 17:00,0,0,0,11.799,0
2015-11-11 18:00,2015-11-11 18:00,0,0,0,11.456,0
2015-11-11 19:00,2015-11-11 19:00,0,0,0,11.380,0
2015-11-11 20:00,2015-11-11 20:00,0,0,0,11.388,0
2015-11-11 21:00,2015-11-11 21:00,0,0,0,11.522,0
2015-11-11 22:00,2015-11-11 22:00,0,0,0,11.542,0
2015-11-11 23:00,2015-11-11 23:00,0,0,0,11.294,0
2015-11-12 00:00,2015-11-12 00:00,0,0,0,10.960,0
2015-11-12 01:00,2015-11-12 01:00,0,0,0,10.260,0
2015-11-12 02:00,2015-11-12 02:00,0,0,0,9.586,0
2015-11-12 03:00,2015-11-12 03:00,0,0,0,9.046,0
2015-11-12 04:00,2015-11-12 04:00,0,0,0,8.508,0
2015-11-12 05:00,2015-11-12 05:00,0,0,0,8.013,0
2015-11-12 06:00,2015-11-12 06:00,0,0,0,7.596,0
2015-11-12 07:00,2015-11-12 07:00,0.006,0.011,0.004,7.439,0
2015-11-12 08:00,2015-11-12 08:00,0.208,0.209,0.028,9.367,0
2015-11-12 09:00,2015-11-12 09:00,0.427,0.441,0.046,11.466,0
2015-11-12 10:00,2015-11-12 10:00,0.353,0.302,0.102,13.164,0
2015-11-12 11:00,2015-11-12 11:00,0.139,0.047,0.120,14.405,0
2015-11-12 12:00,2015-11-12 12:00,0.102,0.029,0.099,14.919,0
2015-11-12 13:00,2015-11-12 13:00,0.227,0.132,0.133,14.932,0
2015-11-12 14:00,2015-11-12 14:00,0.091,0.027,0.088,14.488,0
2015-11-12 15:00,2015-11-12 15:00,0.085,0.055,0.054,13.578,0
2015-11-12 16:00,2015-11-12 16:00,0.002,0.005,0.006,12.658,0
2015-11-12 17:00,2015-11-12 17:00,0,0,0,12.435,0
2015-11-12 18:00,2015-11-12 18:00,0,0,0,12.477,0
2015-11-12 19:00,2015-11-12 19:00,0,0,0,12.548,0
2015-11-12 20:00,2015-11-12 20:00,0,0,0,12.638,0
2015-11-12 21:00,2015-11-12 21:00,0,0,0,12.717,0
2015-11-12 22:00,2015-11-12 22:00,0,0,0,12.653,0
2015-11-12 23:00,2015-11-12 23:00,0,0,0,12.529,0
2015-11-13 00:00,2015-11-13 00:00,0,0,0,12.210,0
2015-11-13 01:00,2015-11-13 01:00,0,0,0,11.433,0
2015-11-13 02:00,2015-11-13 02:00,0,0,0,10.316,0
2015-11-13 03:00,2015-11-13 03:00,0,0,0,9.214,0
2015-11-13 04:00,2015-11-13 04:00,0,0,0,8.251,0
2015-11-13 05:00,2015-11-13 05:00,0,0,0,7.431,0
2015-11-13 06:00,2015-11-13 06:00,0,0,0,6.762,0
2015-11-13 07:00,2015-11-13 07:00,0.014,0.023,0.003,6.519,0
2015-11-13 08:00,2015-11-13 08:00,0.236,0.244,0.020,7.293,0
2015-11-13 09:00,2015-11-13 09:00,0.170,0.130,0.066,8.739,0
2015-11-13 10:00,2015-11-13 10:00,0.083,0.024,0.081,10.242,0
2015-11-13 11:00,2015-11-13 11:00,0.095,0.015,0.103,10.586,0
2015-11-13 12:00,2015-11-13 12:00,0.309,0.240,0.108,10.204,0
2015-11-13 13:00,2015-11-13 13:00,0.105,0.051,0.076,9.810,0
2015-11-13 14:00,2015-11-13 14:00,0.225,0.167,0.088,9.557,0
2015-11-13 15:00,2015-11-13 15:00,0.118,0.091,0.051,8.793,0
2015-11-13 16:00,2015-11-13 16:00,0.009,0.013,0.007,7.707,0
2015-11-13 17:00,2015-11-13 17:00,0,0,0,7.355,0
2015-11-13 18:00,2015-11-13 18:00,0,0,0,7.284,0
2015-11-13 19:00,2015-11-13 19:00,0,0,0,7.111,0
2015-11-13 20:00,2015-11-13 20:00,0,0,0,6.900,0
2015-11-13 21:00,2015-11-13 21:00,0,0,0,6.746,0
2015-11-13 22:00,2015-11-13 22:00,0,0,0,6.580,0
2015-11-13 23:00,2015-11-13 23:00,0,0,0,6.465,0
2015-11-14 00:00,2015-11-14 00:00,0,0,0,6.251,0
2015-11-14 01:00,2015-11-14 01:00,0,0,0,5.955,0
2015-11-14 02:00,2015-11-14 02:00,0,0,0,5.718,0
2015-11-14 03:00,2015-11-14 03:00,0,0,0,5.686,0
2015-11-14 04:00,2015-11-14 04:00,0,0,0,5.869,0
2015-11-14 05:00,2015-11-14 05:00,0,0,0,6.122,0
2015-11-14 06:00,2015-11-14 06:00,0,0,0,6.390,0
2015-11-14 07:00,2015-11-14 07:00,0,0,0.001,6.651,0
2015-11-14 08:00,2015-11-14 08:00,0.009,0,0.020,7.153,0
2015-11-14 09:00,2015-11-14 09:00,0.023,0,0.038,7.785,0
2015-11-14 10:00,2015-11-14 10:00,0.046,0,0.064,8.450,0
2015-11-14 11:00,2015-11-14 11:00,0.037,0,0.054,9.181,0
2015-11-14 12:00,2015-11-14 12:00,0.067,0.001,0.086,9.680,0
2015-11-14 13:00,2015-11-14 13:00,0.051,0.002,0.067,10.098,0
2015-11-14 14:00,2015-11-14 14:00,0.048,0.013,0.053,10.384,0
2015-11-14 15:00,2015-11-14 15:00,0.031,0.009,0.038,10.714,0
2015-11-14 16:00,2015-11-14 16:00,0,0,0.003,11.393,0
2015-11-14 17:00,2015-11-14 17:00,0,0,0,12.004,0
2015-11-14 18:00,2015-11-14 18:00,0,0,0,12.343,0
2015-11-14 19:00,2015-11-14 19:00,0,0,0,12.514,0
2015-11-14 20:00,2015-11-14 20:00,0,0,0,12.814,0
2015-11-14 21:00,2015-11-14 21:00,0,0,0,13.084,0
2015-11-14 22:00,2015-11-14 22:00,0,0,0,13.238,0
2015-11-14 23:00,2015-11-14 23:00,0,0,0,13.302,0
2015-11-15 00:00,2015-11-15 00:00,0,0,0,13.276,0
2015-11-15 01:00,2015-11-15 01:00,0,0,0,13.107,0
2015-11-15 02:00,2015-11-15 02:00,0,0,0,12.914,0
2015-11-15 03:00,2015-11-15 03:00,0,0,0,12.884,1
2015-11-15 04:00,2015-11-15 04:00,0,0,0,13.020,1
2015-11-15 05:00,2015-11-15 05:00,0,0,0,13.010,1
2015-11-15 06:00,2015-11-15 06:00,0,0,0,12.894,1
2015-11-15 07:00,2015-11-15 07:00,0,0,0,12.876,0
2015-11-15 08:00,2015-11-15 08:00,0.044,0.020,0.043,13.244,1
2015-11-15 09:00,2015-11-15 09:00,0.106,0.049,0.082,13.966,1
